FOLIO,P3_5,Ingreso mensual por trabajo,Registra ingresos y gastos,Anotaciones de gastos,Dinero separado para pagos y gastos diarios,Ingreso suficiente para cubrir gastos desde julio 2020,Préstamos a conocidos,Uso de ahorros,Reducción de gastos,Venta o empeño de bienes,Adelanto salarial/trabajo extra,Uso de tarjeta de crédito o préstamo bancario,Cursos sobre ahorro y presupuestos,Conocimiento básico de inflación,Enfoque en el presente,Gasto del dinero,Revisión detallada del dinero,Optimismo económico,Dinero suficiente para gastos,Tranquilidad financiera,Cuenta de ahorro,Ahorro en cuenta,Seguro,SEXO,EDAD,GRUPO_EDAD,Grupo_Ingreso
7589,Trabajó por lo menos una hora,15000.0,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,43,31-50,+10k
7590,Trabajó por lo menos una hora,4000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,69,51-70,+1k
7591,Trabajó por lo menos una hora,99888.0,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,30,31-50,No responde
7592,Trabajó por lo menos una hora,16000.0,No,No,Sí,Sí,,,,,,,Sí,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,51,51-70,+10k
7593,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,35,31-50,
7594,Trabajó por lo menos una hora,6000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,No,,No,Hombre,58,51-70,+5k
7595,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,62,51-70,
7596,Está incapacitada(o) permanentemente para trabajar,,No,No,No,Sí,,,,,,,Sí,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,57,51-70,
7597,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,62,51-70,
7598,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí,No,No,Mujer,82,71+,
7599,Trabajó por lo menos una hora,6000.0,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,51,51-70,+5k
7600,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,35,31-50,
7601,Trabajó por lo menos una hora,22000.0,Sí,Sí,Sí,Sí,,,,,,,No,Falsa,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,37,31-50,+20k
7602,Trabajó por lo menos una hora,2500.0,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,21,18-30,+1k
7603,Trabajó por lo menos una hora,2650.0,No,No,Sí,No,No,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,55,51-70,+1k
7604,Trabajó por lo menos una hora,5000.0,No,No,No,No,No,Sí,Sí,No,Sí,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Hombre,40,31-50,+5k
7605,Trabajó por lo menos una hora,99888.0,Sí,No,No,No,No,No,Sí,No,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,Sí,Mujer,45,31-50,No responde
7606,Trabajó por lo menos una hora,20000.0,Sí,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,48,31-50,+20k
7607,Trabajó por lo menos una hora,,No,No,Sí,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,22,18-30,
7608,Trabajó por lo menos una hora,35000.0,Sí,Sí,Sí,Sí,,,,,,,Sí,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,45,31-50,+30k
7609,Trabajó por lo menos una hora,2000.0,No,No,No,Sí,,,,,,,Sí,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,67,51-70,+1k
7610,Trabajó por lo menos una hora,1200.0,No,No,Sí,Sí,,,,,,,No,Falsa,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,No,Hombre,22,18-30,+1k
7611,Trabajó por lo menos una hora,1300.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,No,,No,Mujer,59,51-70,+1k
7612,Trabajó por lo menos una hora,4000.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,60,51-70,+1k
7613,Trabajó por lo menos una hora,8000.0,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,51,51-70,+5k
7614,Trabajó por lo menos una hora,20000.0,Sí,No,No,Sí,,,,,,,Sí,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Hombre,45,31-50,+20k
7615,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,Sí,Sí,No,No,No,No,No,No,No,No,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Sí,No,No,Mujer,30,31-50,
7616,Es estudiante,,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,22,18-30,
7617,Trabajó por lo menos una hora,25000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,No,Sí,Hombre,27,18-30,+20k
7618,Trabajó por lo menos una hora,2400.0,No,No,No,No,No,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,37,31-50,+1k
7619,Es jubilada(o) o pensionada(o),,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,No,,No,Hombre,60,51-70,
7620,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,Sí,Mujer,50,51-70,
7621,Es jubilada(o) o pensionada(o),,No,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,78,71+,
7622,Trabajó por lo menos una hora,4200.0,No,No,No,No,No,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,69,51-70,+1k
7623,Trabajó por lo menos una hora,,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,85,71+,
7624,Trabajó por lo menos una hora,8400.0,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,29,18-30,+5k
7625,Trabajó por lo menos una hora,0.0,No,No,No,No,No,No,No,No,No,Sí,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,35,31-50,No recibe ingresos
7626,Trabajó por lo menos una hora,8000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Hombre,40,31-50,+5k
7627,Es jubilada(o) o pensionada(o),,Sí,Sí,No,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,70,71+,
7628,Trabajó por lo menos una hora,1500.0,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,34,31-50,+1k
7629,Trabajó por lo menos una hora,12000.0,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,51,51-70,+10k
7630,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,65,51-70,
7631,Trabajó por lo menos una hora,16000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,36,31-50,+10k
7632,Trabajó por lo menos una hora,3000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,38,31-50,+1k
7633,Trabajó por lo menos una hora,1500.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,22,18-30,+1k
7634,Trabajó por lo menos una hora,2000.0,Sí,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,29,18-30,+1k
7635,Trabajó por lo menos una hora,20000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Hombre,36,31-50,+20k
7636,Trabajó por lo menos una hora,,No,No,Sí,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,62,51-70,
7637,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,2000.0,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,46,31-50,+1k
7638,No trabajó,1500.0,No,No,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,71,71+,+1k
7639,Trabajó por lo menos una hora,1500.0,Sí,No,No,No,No,Sí,Sí,No,No,No,Sí,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,63,51-70,+1k
7640,Trabajó por lo menos una hora,2500.0,No,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,Sí,Mujer,23,18-30,+1k
7641,No trabajó,,No,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Hombre,33,31-50,
7642,Trabajó por lo menos una hora,12000.0,No,No,Sí,Sí,,,,,,,No,Falsa,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,25,18-30,+10k
7643,Es jubilada(o) o pensionada(o),,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,61,51-70,
7644,Trabajó por lo menos una hora,3000.0,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,49,31-50,+1k
7645,Trabajó por lo menos una hora,1200.0,No,No,Sí,Sí,,,,,,,No,No sabe,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,62,51-70,+1k
7646,Trabajó por lo menos una hora,1000.0,No,Sí,No,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,65,51-70,+1k
7647,Trabajó por lo menos una hora,2000.0,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,61,51-70,+1k
7647,Trabajó por lo menos una hora,2000.0,No,No,No,No,Sí,Sí,No,Sí,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,66,51-70,+1k
7648,Trabajó por lo menos una hora,10000.0,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,30,31-50,+10k
7649,Trabajó por lo menos una hora,99888.0,Sí,No,No,No,No,Sí,No,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,45,31-50,No responde
7650,No trabajó,,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,51,51-70,
7651,Es jubilada(o) o pensionada(o),,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,72,71+,
7652,Trabajó por lo menos una hora,10000.0,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Sí,Hombre,54,51-70,+10k
7653,No trabajó,,Sí,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,56,51-70,
7654,Trabajó por lo menos una hora,0.0,No,No,No,No,No,No,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,53,51-70,No recibe ingresos
7655,Trabajó por lo menos una hora,1500.0,No,No,Sí,No,No,No,Sí,No,No,Sí,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,24,18-30,+1k
7656,Trabajó por lo menos una hora,14000.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,35,31-50,+10k
7657,Trabajó por lo menos una hora,15000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,30,31-50,+10k
7658,Trabajó por lo menos una hora,4000.0,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Hombre,56,51-70,+1k
7659,No trabajó,,No,No,No,No,No,No,No,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,24,18-30,
7660,Trabajó por lo menos una hora,3000.0,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,64,51-70,+1k
7661,Es jubilada(o) o pensionada(o),,Sí,No,No,Sí,,,,,,,No,Falsa,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,66,51-70,
7662,Trabajó por lo menos una hora,4000.0,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,Falsa,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,36,31-50,+1k
7663,Trabajó por lo menos una hora,1200.0,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,22,18-30,+1k
7664,Es jubilada(o) o pensionada(o),,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,73,71+,
7665,Trabajó por lo menos una hora,1200.0,No,Sí,No,No,No,Sí,No,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,66,51-70,+1k
7666,Trabajó por lo menos una hora,1300.0,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Hombre,34,31-50,+1k
7667,Trabajó por lo menos una hora,1800.0,No,No,No,Sí,,,,,,,No,Falsa,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,54,51-70,+1k
7668,Trabajó por lo menos una hora,600.0,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,68,51-70,0-1k
7669,Trabajó por lo menos una hora,1300.0,No,No,Sí,No,No,Sí,No,Sí,No,No,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,18,18-30,+1k
7670,Trabajó por lo menos una hora,2100.0,Sí,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,27,18-30,+1k
7671,Es jubilada(o) o pensionada(o),,No,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,No,No,Hombre,60,51-70,
7672,Trabajó por lo menos una hora,2500.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,39,31-50,+1k
7673,Trabajó por lo menos una hora,1500.0,No,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Hombre,35,31-50,+1k
7674,Trabajó por lo menos una hora,3000.0,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,45,31-50,+1k
7675,Es estudiante,,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,18,18-30,
7676,Trabajó por lo menos una hora,0.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Sí,Sí,Sí,Mujer,46,31-50,No recibe ingresos
7677,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,68,51-70,
7678,Es jubilada(o) o pensionada(o),,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,63,51-70,
7679,Trabajó por lo menos una hora,2000.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,47,31-50,+1k
7680,Trabajó por lo menos una hora,1980.0,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,36,31-50,+1k
7681,Trabajó por lo menos una hora,3000.0,No,No,No,Sí,,,,,,,No,No sabe,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,21,18-30,+1k
7682,Trabajó por lo menos una hora,2000.0,No,Sí,No,No,No,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,60,51-70,+1k
7683,Trabajó por lo menos una hora,1500.0,No,No,No,No,No,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,No,,No,Hombre,41,31-50,+1k
7684,No trabajó,,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,34,31-50,
7685,Trabajó por lo menos una hora,2400.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,56,51-70,+1k
7686,Trabajó por lo menos una hora,1700.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,62,51-70,+1k
7687,Trabajó por lo menos una hora,1000.0,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Sí,Sí,No,Hombre,29,18-30,+1k
7688,No trabajó,,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,27,18-30,
